PROVINSI,date,tempat_rekreasi,pusat_perbelanjaan_dan_apotek,taman,stasiun_transit,perkantoran,perumahan
PROVINSI NUSA TENGGARA BARAT,2021-10-13,18,36,7,-23,-5,-3
PROVINSI NUSA TENGGARA BARAT,2021-10-14,16,34,7,-22,-5,-3
PROVINSI NUSA TENGGARA BARAT,2021-10-15,12,33,-2,-25,-3,-2
PROVINSI NUSA TENGGARA BARAT,2021-10-16,12,38,16,-22,-8,-3
PROVINSI NUSA TENGGARA BARAT,2021-10-17,4,30,5,-22,-10,0
PROVINSI NUSA TENGGARA BARAT,2021-10-18,12,33,5,-28,-5,-4
PROVINSI NUSA TENGGARA BARAT,2021-10-19,8,34,4,-30,-11,-4
PROVINSI NUSA TENGGARA BARAT,2021-10-20,15,32,27,-24,-53,4
PROVINSI NUSA TENGGARA BARAT,2021-10-21,14,33,0,-28,-5,-3
PROVINSI NUSA TENGGARA BARAT,2021-10-22,12,34,-1,-29,-3,-3
PROVINSI NUSA TENGGARA BARAT,2021-10-23,13,38,19,-27,-9,-4
PROVINSI NUSA TENGGARA BARAT,2021-10-24,7,30,13,-25,-9,-1
PROVINSI NUSA TENGGARA BARAT,2021-10-25,12,31,3,-28,-4,-3
PROVINSI NUSA TENGGARA BARAT,2021-10-26,6,29,-8,-32,-6,-3
PROVINSI NUSA TENGGARA BARAT,2021-10-27,8,26,-9,-28,-6,-1
PROVINSI NUSA TENGGARA BARAT,2021-10-28,16,34,0,-29,-5,-3
PROVINSI NUSA TENGGARA BARAT,2021-10-29,13,34,-5,-31,-2,-3
PROVINSI NUSA TENGGARA BARAT,2021-10-30,12,36,7,-32,-6,-3
PROVINSI NUSA TENGGARA BARAT,2021-10-31,7,32,4,-29,-7,-1
PROVINSI NUSA TENGGARA BARAT,2021-11-01,8,31,-9,-32,-4,-2
PROVINSI NUSA TENGGARA BARAT,2021-11-02,8,36,-10,-32,-5,-3
PROVINSI NUSA TENGGARA BARAT,2021-11-03,19,39,-1,-26,-5,-4
PROVINSI NUSA TENGGARA BARAT,2021-11-04,13,33,-9,-28,-4,-2
PROVINSI NUSA TENGGARA BARAT,2021-11-05,12,36,-7,-27,-1,-1
PROVINSI NUSA TENGGARA BARAT,2021-11-06,18,44,15,-23,-7,-3
PROVINSI NUSA TENGGARA BARAT,2021-11-07,13,37,14,-21,-10,0
PROVINSI NUSA TENGGARA BARAT,2021-11-08,15,34,-1,-26,-2,-2
PROVINSI NUSA TENGGARA BARAT,2021-11-09,13,37,1,-31,-5,-3
PROVINSI NUSA TENGGARA BARAT,2021-11-10,17,33,3,-25,-8,-2
PROVINSI NUSA TENGGARA BARAT,2021-11-11,14,30,-5,-21,-4,-1
PROVINSI NUSA TENGGARA BARAT,2021-11-12,9,28,-12,-27,-4,1
PROVINSI NUSA TENGGARA BARAT,2021-11-13,18,43,20,-25,-5,-3
PROVINSI NUSA TENGGARA BARAT,2021-11-14,10,32,14,-16,-9,1
PROVINSI NUSA TENGGARA BARAT,2021-11-15,9,27,-7,-27,-1,-1
PROVINSI NUSA TENGGARA BARAT,2021-11-16,17,40,3,-25,-2,-2
PROVINSI NUSA TENGGARA BARAT,2021-11-17,23,39,10,-19,-1,-2
PROVINSI NUSA TENGGARA BARAT,2021-11-18,23,39,15,-9,-1,-2
PROVINSI NUSA TENGGARA BARAT,2021-11-19,9,30,4,-5,-2,0
PROVINSI NUSA TENGGARA BARAT,2021-11-20,10,34,22,-12,-10,0
PROVINSI NUSA TENGGARA BARAT,2021-11-21,15,36,23,4,-9,1
PROVINSI NUSA TENGGARA BARAT,2021-11-22,16,33,5,-6,0,-2
PROVINSI NUSA TENGGARA BARAT,2021-11-23,14,35,3,-15,-2,-3
PROVINSI NUSA TENGGARA BARAT,2021-11-24,20,36,-2,-19,0,-2
PROVINSI NUSA TENGGARA BARAT,2021-11-25,19,33,3,-17,0,-3
PROVINSI NUSA TENGGARA BARAT,2021-11-26,10,29,-12,-22,-1,0
PROVINSI NUSA TENGGARA BARAT,2021-11-27,16,37,9,-25,-3,-2
PROVINSI NUSA TENGGARA BARAT,2021-11-28,3,21,-5,-23,-11,3
PROVINSI NUSA TENGGARA BARAT,2021-11-29,12,31,-4,-28,1,-2
PROVINSI NUSA TENGGARA BARAT,2021-11-30,6,28,-9,-30,-1,-2
PROVINSI NUSA TENGGARA BARAT,2021-12-01,5,21,-22,-32,-7,4
PROVINSI NUSA TENGGARA BARAT,2021-12-02,20,40,5,-23,0,-2
PROVINSI NUSA TENGGARA BARAT,2021-12-03,18,39,2,-29,1,-2
PROVINSI NUSA TENGGARA BARAT,2021-12-04,23,45,25,-29,-3,-3
PROVINSI NUSA TENGGARA BARAT,2021-12-05,0,19,1,-29,-13,4
PROVINSI NUSA TENGGARA BARAT,2021-12-06,6,25,-7,-33,-13,3
PROVINSI NUSA TENGGARA BARAT,2021-12-07,16,41,8,-31,-4,-3
PROVINSI NUSA TENGGARA BARAT,2021-12-08,26,42,12,-26,0,-3
PROVINSI NUSA TENGGARA BARAT,2021-12-09,21,38,7,-26,1,-2
PROVINSI NUSA TENGGARA BARAT,2021-12-10,17,36,-1,-27,2,-2
PROVINSI NUSA TENGGARA BARAT,2021-12-11,13,34,3,-32,-3,-1
PROVINSI NUSA TENGGARA BARAT,2021-12-12,17,37,8,-25,-2,0
PROVINSI NUSA TENGGARA BARAT,2021-12-13,15,32,2,-29,4,-2
PROVINSI NUSA TENGGARA BARAT,2021-12-14,11,35,-4,-32,0,-2
PROVINSI NUSA TENGGARA BARAT,2021-12-15,15,29,-3,-30,1,-2
PROVINSI NUSA TENGGARA BARAT,2021-12-16,22,36,2,-25,1,-3
PROVINSI NUSA TENGGARA BARAT,2021-12-17,20,37,5,-26,3,-2
PROVINSI NUSA TENGGARA BARAT,2021-12-18,17,35,11,-27,0,-3
PROVINSI NUSA TENGGARA BARAT,2021-12-19,8,27,1,-21,-5,1
PROVINSI NUSA TENGGARA BARAT,2021-12-20,14,31,-3,-22,-11,1
PROVINSI NUSA TENGGARA BARAT,2021-12-21,19,38,8,-24,-13,-1
PROVINSI NUSA TENGGARA BARAT,2021-12-22,25,37,15,-25,-12,-1
PROVINSI NUSA TENGGARA BARAT,2021-12-23,19,34,7,-22,-12,0
PROVINSI NUSA TENGGARA BARAT,2021-12-24,17,35,2,-28,-12,0
PROVINSI NUSA TENGGARA BARAT,2021-12-25,13,31,29,-34,-38,2
PROVINSI NUSA TENGGARA BARAT,2021-12-26,12,28,18,-29,-7,0
PROVINSI NUSA TENGGARA BARAT,2021-12-27,11,29,5,-32,-13,1
PROVINSI NUSA TENGGARA BARAT,2021-12-28,14,36,12,-30,-14,0
PROVINSI NUSA TENGGARA BARAT,2021-12-29,20,35,17,-29,-13,0
PROVINSI NUSA TENGGARA BARAT,2021-12-30,18,33,9,-28,-14,1
PROVINSI NUSA TENGGARA BARAT,2021-12-31,21,47,23,-25,-12,-2
PROVINSI NUSA TENGGARA TIMUR,2020-02-15,5,2,8,10,9,-1
PROVINSI NUSA TENGGARA TIMUR,2020-02-16,-2,-1,2,7,1,0
PROVINSI NUSA TENGGARA TIMUR,2020-02-17,-5,-7,-2,10,3,1
PROVINSI NUSA TENGGARA TIMUR,2020-02-18,-4,-6,0,13,2,1
PROVINSI NUSA TENGGARA TIMUR,2020-02-19,-3,-7,-1,8,1,1
PROVINSI NUSA TENGGARA TIMUR,2020-02-20,-4,-6,-3,9,0,1
PROVINSI NUSA TENGGARA TIMUR,2020-02-21,-13,-15,-15,12,-2,4
PROVINSI NUSA TENGGARA TIMUR,2020-02-22,3,-1,0,6,8,0
PROVINSI NUSA TENGGARA TIMUR,2020-02-23,-2,-4,-1,11,4,0
PROVINSI NUSA TENGGARA TIMUR,2020-02-24,-3,-6,1,14,5,0
PROVINSI NUSA TENGGARA TIMUR,2020-02-25,-1,-7,1,8,5,0
PROVINSI NUSA TENGGARA TIMUR,2020-02-26,-3,-9,-1,10,-1,1
PROVINSI NUSA TENGGARA TIMUR,2020-02-27,-3,-5,-3,9,3,0
PROVINSI NUSA TENGGARA TIMUR,2020-02-28,-8,-9,-11,12,5,2
PROVINSI NUSA TENGGARA TIMUR,2020-02-29,3,-1,-3,7,12,-1
PROVINSI NUSA TENGGARA TIMUR,2020-03-01,0,-1,-4,8,5,0
PROVINSI NUSA TENGGARA TIMUR,2020-03-02,-2,-3,-6,9,1,2
PROVINSI NUSA TENGGARA TIMUR,2020-03-03,-2,-2,-3,14,6,0
PROVINSI NUSA TENGGARA TIMUR,2020-03-04,-1,-4,-2,11,5,1
PROVINSI NUSA TENGGARA TIMUR,2020-03-05,1,0,-6,11,4,0
PROVINSI NUSA TENGGARA TIMUR,2020-03-06,-2,-2,-5,22,4,1
PROVINSI NUSA TENGGARA TIMUR,2020-03-07,3,1,-3,13,9,0
PROVINSI NUSA TENGGARA TIMUR,2020-03-08,-4,-5,-8,6,3,1
PROVINSI NUSA TENGGARA TIMUR,2020-03-09,0,-3,-4,12,5,1
PROVINSI NUSA TENGGARA TIMUR,2020-03-10,2,-3,2,14,5,0
PROVINSI NUSA TENGGARA TIMUR,2020-03-11,0,-3,0,7,5,0
PROVINSI NUSA TENGGARA TIMUR,2020-03-12,1,-3,-3,9,4,0
PROVINSI NUSA TENGGARA TIMUR,2020-03-13,-2,-3,-4,12,5,1
PROVINSI NUSA TENGGARA TIMUR,2020-03-14,6,3,6,12,10,-2
PROVINSI NUSA TENGGARA TIMUR,2020-03-15,-1,2,3,4,6,0
PROVINSI NUSA TENGGARA TIMUR,2020-03-16,-6,-4,-3,-1,3,2
PROVINSI NUSA TENGGARA TIMUR,2020-03-17,-4,-2,-4,6,3,2
PROVINSI NUSA TENGGARA TIMUR,2020-03-18,-5,-2,-6,2,1,3
PROVINSI NUSA TENGGARA TIMUR,2020-03-19,-5,2,-7,-3,-1,3
PROVINSI NUSA TENGGARA TIMUR,2020-03-20,-11,0,-8,-2,-3,5
PROVINSI NUSA TENGGARA TIMUR,2020-03-21,-13,-2,-10,-7,-7,5
PROVINSI NUSA TENGGARA TIMUR,2020-03-22,-25,-5,-18,-18,-2,6
PROVINSI NUSA TENGGARA TIMUR,2020-03-23,-26,-12,-16,-13,-22,11
PROVINSI NUSA TENGGARA TIMUR,2020-03-24,-29,-19,-19,-22,-28,12
PROVINSI NUSA TENGGARA TIMUR,2020-03-25,-39,-26,-22,-35,-55,18
PROVINSI NUSA TENGGARA TIMUR,2020-03-26,-34,-21,-26,-27,-31,14
PROVINSI NUSA TENGGARA TIMUR,2020-03-27,-36,-25,-31,-30,-30,15
PROVINSI NUSA TENGGARA TIMUR,2020-03-28,-34,-22,-27,-35,-17,10
PROVINSI NUSA TENGGARA TIMUR,2020-03-29,-38,-23,-29,-32,-8,9
PROVINSI NUSA TENGGARA TIMUR,2020-03-30,-30,-20,-18,-27,-29,13
PROVINSI NUSA TENGGARA TIMUR,2020-03-31,-31,-23,-20,-32,-28,13
PROVINSI NUSA TENGGARA TIMUR,2020-04-01,-31,-18,-21,-38,-25,12
PROVINSI NUSA TENGGARA TIMUR,2020-04-02,-30,-14,-19,-39,-27,12
PROVINSI NUSA TENGGARA TIMUR,2020-04-03,-31,-16,-21,-34,-25,13
PROVINSI NUSA TENGGARA TIMUR,2020-04-04,-29,-14,-18,-35,-15,8
PROVINSI NUSA TENGGARA TIMUR,2020-04-05,-36,-20,-19,-38,-7,8
PROVINSI NUSA TENGGARA TIMUR,2020-04-06,-28,-13,-16,-36,-25,12
PROVINSI NUSA TENGGARA TIMUR,2020-04-07,-27,-14,-14,-34,-26,11
PROVINSI NUSA TENGGARA TIMUR,2020-04-08,-29,-11,-15,-40,-29,11
PROVINSI NUSA TENGGARA TIMUR,2020-04-09,-29,-3,-18,-41,-35,11
PROVINSI NUSA TENGGARA TIMUR,2020-04-10,-58,-43,-31,-51,-63,22
PROVINSI NUSA TENGGARA TIMUR,2020-04-11,-45,-27,-28,-53,-32,15
PROVINSI NUSA TENGGARA TIMUR,2020-04-12,-50,-32,-33,-51,-16,13
PROVINSI NUSA TENGGARA TIMUR,2020-04-13,-36,-19,-19,-42,-36,16
PROVINSI NUSA TENGGARA TIMUR,2020-04-14,-39,-26,-25,-45,-28,14
PROVINSI NUSA TENGGARA TIMUR,2020-04-15,-35,-19,-21,-44,-27,14
PROVINSI NUSA TENGGARA TIMUR,2020-04-16,-38,-20,-25,-44,-28,14
PROVINSI NUSA TENGGARA TIMUR,2020-04-17,-37,-19,-24,-39,-25,13
PROVINSI NUSA TENGGARA TIMUR,2020-04-18,-35,-23,-23,-43,-15,8
PROVINSI NUSA TENGGARA TIMUR,2020-04-19,-40,-24,-25,-47,-6,9
PROVINSI NUSA TENGGARA TIMUR,2020-04-20,-34,-22,-18,-39,-25,13
PROVINSI NUSA TENGGARA TIMUR,2020-04-21,-33,-22,-20,-43,-24,11
PROVINSI NUSA TENGGARA TIMUR,2020-04-22,-33,-22,-16,-42,-22,10
PROVINSI NUSA TENGGARA TIMUR,2020-04-23,-32,-16,-20,-42,-25,11
PROVINSI NUSA TENGGARA TIMUR,2020-04-24,-37,-20,-26,-35,-25,13
PROVINSI NUSA TENGGARA TIMUR,2020-04-25,-36,-20,-23,-57,-15,10
PROVINSI NUSA TENGGARA TIMUR,2020-04-26,-41,-22,-26,-64,-5,9
PROVINSI NUSA TENGGARA TIMUR,2020-04-27,-35,-21,-20,-55,-24,13
PROVINSI NUSA TENGGARA TIMUR,2020-04-28,-35,-22,-18,-55,-23,12
PROVINSI NUSA TENGGARA TIMUR,2020-04-29,-34,-23,-18,-57,-23,11
PROVINSI NUSA TENGGARA TIMUR,2020-04-30,-34,-18,-18,-56,-22,12
PROVINSI NUSA TENGGARA TIMUR,2020-05-01,-43,-25,-26,-62,-49,19
PROVINSI NUSA TENGGARA TIMUR,2020-05-02,-37,-20,-20,-58,-14,10
PROVINSI NUSA TENGGARA TIMUR,2020-05-03,-40,-23,-23,-64,-3,10
PROVINSI NUSA TENGGARA TIMUR,2020-05-04,-34,-19,-17,-55,-20,12
PROVINSI NUSA TENGGARA TIMUR,2020-05-05,-33,-19,-16,-53,-21,12
PROVINSI NUSA TENGGARA TIMUR,2020-05-06,-32,-17,-17,-60,-22,13
PROVINSI NUSA TENGGARA TIMUR,2020-05-07,-36,-20,-17,-62,-49,17
PROVINSI NUSA TENGGARA TIMUR,2020-05-08,-30,-14,-16,-56,-19,12
PROVINSI NUSA TENGGARA TIMUR,2020-05-09,-29,-16,-16,-55,-9,9
PROVINSI NUSA TENGGARA TIMUR,2020-05-10,-35,-20,-16,-63,3,9
PROVINSI NUSA TENGGARA TIMUR,2020-05-11,-28,-12,-12,-49,-19,12
PROVINSI NUSA TENGGARA TIMUR,2020-05-12,-31,-16,-10,-56,-20,13
PROVINSI NUSA TENGGARA TIMUR,2020-05-13,-35,-20,-16,-60,-20,13
PROVINSI NUSA TENGGARA TIMUR,2020-05-14,-35,-17,-18,-60,-19,13
PROVINSI NUSA TENGGARA TIMUR,2020-05-15,-34,-15,-21,-54,-18,12
PROVINSI NUSA TENGGARA TIMUR,2020-05-16,-34,-17,-20,-59,-9,11
PROVINSI NUSA TENGGARA TIMUR,2020-05-17,-40,-25,-26,-65,3,10
PROVINSI NUSA TENGGARA TIMUR,2020-05-18,-31,-15,-16,-57,-18,14
PROVINSI NUSA TENGGARA TIMUR,2020-05-19,-35,-21,-22,-58,-20,15
PROVINSI NUSA TENGGARA TIMUR,2020-05-20,-24,-5,-15,-58,-19,12
PROVINSI NUSA TENGGARA TIMUR,2020-05-21,-34,-11,-20,-64,-52,19
PROVINSI NUSA TENGGARA TIMUR,2020-05-22,-31,-7,-22,-59,-29,16
PROVINSI NUSA TENGGARA TIMUR,2020-05-23,-30,-9,-25,-65,-15,12
PROVINSI NUSA TENGGARA TIMUR,2020-05-24,-40,-28,-20,-65,3,8
PROVINSI NUSA TENGGARA TIMUR,2020-05-25,-38,-21,-12,-61,-55,18
PROVINSI NUSA TENGGARA TIMUR,2020-05-26,-31,-19,-16,-60,-21,12
PROVINSI NUSA TENGGARA TIMUR,2020-05-27,-29,-14,-15,-62,-19,13
PROVINSI NUSA TENGGARA TIMUR,2020-05-28,-29,-13,-17,-59,-18,12
PROVINSI NUSA TENGGARA TIMUR,2020-05-29,-29,-12,-19,-58,-15,13
PROVINSI NUSA TENGGARA TIMUR,2020-05-30,-27,-13,-16,-58,-1,8
PROVINSI NUSA TENGGARA TIMUR,2020-05-31,-31,-16,-11,-61,11,7
PROVINSI NUSA TENGGARA TIMUR,2020-06-01,-30,-11,-8,-51,-47,17
PROVINSI NUSA TENGGARA TIMUR,2020-06-02,-24,-10,-10,-50,-10,10
PROVINSI NUSA TENGGARA TIMUR,2020-06-03,-23,-8,-9,-54,-12,11
PROVINSI NUSA TENGGARA TIMUR,2020-06-04,-22,-5,-11,-47,-12,11
PROVINSI NUSA TENGGARA TIMUR,2020-06-05,-23,-6,-15,-52,-9,11
PROVINSI NUSA TENGGARA TIMUR,2020-06-06,-19,-6,-10,-56,-1,7
PROVINSI NUSA TENGGARA TIMUR,2020-06-07,-25,-11,-6,-57,10,7
PROVINSI NUSA TENGGARA TIMUR,2020-06-08,-18,-6,-9,-48,-10,10
PROVINSI NUSA TENGGARA TIMUR,2020-06-09,-20,-7,-7,-49,-9,9
PROVINSI NUSA TENGGARA TIMUR,2020-06-10,-20,-9,-7,-47,-11,10
PROVINSI NUSA TENGGARA TIMUR,2020-06-11,-19,-4,-10,-48,-11,10
PROVINSI NUSA TENGGARA TIMUR,2020-06-12,-21,-7,-13,-45,-9,10
PROVINSI NUSA TENGGARA TIMUR,2020-06-13,-18,-7,-9,-50,1,6
PROVINSI NUSA TENGGARA TIMUR,2020-06-14,-21,-9,-1,-54,14,5
PROVINSI NUSA TENGGARA TIMUR,2020-06-15,-14,-2,-7,-38,-8,8
PROVINSI NUSA TENGGARA TIMUR,2020-06-16,-16,-5,-4,-39,-8,8
PROVINSI NUSA TENGGARA TIMUR,2020-06-17,-18,-6,-6,-34,-9,8
PROVINSI NUSA TENGGARA TIMUR,2020-06-18,-16,-3,-9,-38,-9,8
PROVINSI NUSA TENGGARA TIMUR,2020-06-19,-18,-5,-9,-32,-8,9
PROVINSI NUSA TENGGARA TIMUR,2020-06-20,-13,-2,0,-38,2,4
PROVINSI NUSA TENGGARA TIMUR,2020-06-21,-20,-9,4,-40,11,4
PROVINSI NUSA TENGGARA TIMUR,2020-06-22,-14,-1,-2,-18,-11,7
PROVINSI NUSA TENGGARA TIMUR,2020-06-23,-15,-4,0,-35,-11,7
PROVINSI NUSA TENGGARA TIMUR,2020-06-24,-16,-5,-3,-27,-11,7
PROVINSI NUSA TENGGARA TIMUR,2020-06-25,-16,-2,-7,-31,-12,7
PROVINSI NUSA TENGGARA TIMUR,2020-06-26,-18,-4,-9,-26,-11,7
PROVINSI NUSA TENGGARA TIMUR,2020-06-27,-15,-4,1,-37,-4,4
PROVINSI NUSA TENGGARA TIMUR,2020-06-28,-18,-9,8,-31,7,3
PROVINSI NUSA TENGGARA TIMUR,2020-06-29,-14,-3,-3,-25,-11,7
PROVINSI NUSA TENGGARA TIMUR,2020-06-30,-11,-3,0,-27,-9,7
PROVINSI NUSA TENGGARA TIMUR,2020-07-01,-11,1,-4,-23,-10,7
PROVINSI NUSA TENGGARA TIMUR,2020-07-02,-9,3,-6,-24,-11,8
PROVINSI NUSA TENGGARA TIMUR,2020-07-03,-8,3,-7,-19,-10,7
PROVINSI NUSA TENGGARA TIMUR,2020-07-04,-5,1,4,-23,-4,4
PROVINSI NUSA TENGGARA TIMUR,2020-07-05,-11,-4,6,-25,9,4
PROVINSI NUSA TENGGARA TIMUR,2020-07-06,-7,3,-2,-23,-11,7
PROVINSI NUSA TENGGARA TIMUR,2020-07-07,-6,2,1,-17,-11,7
PROVINSI NUSA TENGGARA TIMUR,2020-07-08,-7,2,-1,-23,-10,7
PROVINSI NUSA TENGGARA TIMUR,2020-07-09,-5,5,-1,-21,-10,7
PROVINSI NUSA TENGGARA TIMUR,2020-07-10,-7,5,-6,-19,-9,7
PROVINSI NUSA TENGGARA TIMUR,2020-07-11,-1,6,8,-18,-1,3
PROVINSI NUSA TENGGARA TIMUR,2020-07-12,-7,1,6,-19,11,3
PROVINSI NUSA TENGGARA TIMUR,2020-07-13,-5,3,0,-20,-8,6
PROVINSI NUSA TENGGARA TIMUR,2020-07-14,-7,-1,2,-19,-8,6
PROVINSI NUSA TENGGARA TIMUR,2020-07-15,-6,1,-2,-19,-7,6
PROVINSI NUSA TENGGARA TIMUR,2020-07-16,-4,3,0,-17,-8,7
PROVINSI NUSA TENGGARA TIMUR,2020-07-17,-6,2,-6,-20,-7,7
PROVINSI NUSA TENGGARA TIMUR,2020-07-18,-2,3,5,-17,3,3
PROVINSI NUSA TENGGARA TIMUR,2020-07-19,-8,-3,9,-18,12,3
PROVINSI NUSA TENGGARA TIMUR,2020-07-20,-5,3,0,-19,-7,6
PROVINSI NUSA TENGGARA TIMUR,2020-07-21,-7,-2,3,-15,-7,6
PROVINSI NUSA TENGGARA TIMUR,2020-07-22,-7,0,-3,-22,-6,6
PROVINSI NUSA TENGGARA TIMUR,2020-07-23,-8,1,-2,-16,-7,6
PROVINSI NUSA TENGGARA TIMUR,2020-07-24,-8,1,-4,-18,-6,7
PROVINSI NUSA TENGGARA TIMUR,2020-07-25,-2,5,8,-16,2,3
PROVINSI NUSA TENGGARA TIMUR,2020-07-26,-9,-1,9,-19,12,3
PROVINSI NUSA TENGGARA TIMUR,2020-07-27,-7,1,2,-19,-7,7
PROVINSI NUSA TENGGARA TIMUR,2020-07-28,-7,0,4,-14,-7,6
PROVINSI NUSA TENGGARA TIMUR,2020-07-29,-7,0,5,-14,-7,6
PROVINSI NUSA TENGGARA TIMUR,2020-07-30,-4,13,3,-20,-10,5
PROVINSI NUSA TENGGARA TIMUR,2020-07-31,-19,-4,8,-25,-49,12
PROVINSI NUSA TENGGARA TIMUR,2020-08-01,-8,4,10,-20,-7,4
PROVINSI NUSA TENGGARA TIMUR,2020-08-02,-9,1,14,-15,8,2
PROVINSI NUSA TENGGARA TIMUR,2020-08-03,-6,7,3,-12,-7,6
PROVINSI NUSA TENGGARA TIMUR,2020-08-04,-6,5,9,-9,-7,6
PROVINSI NUSA TENGGARA TIMUR,2020-08-05,-3,7,6,-13,-7,6
PROVINSI NUSA TENGGARA TIMUR,2020-08-06,-2,10,10,-17,-7,6
PROVINSI NUSA TENGGARA TIMUR,2020-08-07,-4,9,7,-15,-5,5
PROVINSI NUSA TENGGARA TIMUR,2020-08-08,1,10,19,-12,4,2
PROVINSI NUSA TENGGARA TIMUR,2020-08-09,-4,5,23,-9,13,2
PROVINSI NUSA TENGGARA TIMUR,2020-08-10,-1,10,14,-9,-5,5
PROVINSI NUSA TENGGARA TIMUR,2020-08-11,0,9,15,-9,-5,4
PROVINSI NUSA TENGGARA TIMUR,2020-08-12,1,10,17,-9,-6,5
PROVINSI NUSA TENGGARA TIMUR,2020-08-13,1,16,12,-13,-6,5
PROVINSI NUSA TENGGARA TIMUR,2020-08-14,1,13,9,-8,-5,4
PROVINSI NUSA TENGGARA TIMUR,2020-08-15,7,16,23,-8,4,1
PROVINSI NUSA TENGGARA TIMUR,2020-08-16,1,10,27,-10,12,1
PROVINSI NUSA TENGGARA TIMUR,2020-08-17,-13,-3,36,,-47,11
PROVINSI NUSA TENGGARA TIMUR,2020-08-18,-1,11,17,,-4,3
PROVINSI NUSA TENGGARA TIMUR,2020-08-19,2,12,19,,-5,3
PROVINSI NUSA TENGGARA TIMUR,2020-08-20,-4,10,31,,-48,9
PROVINSI NUSA TENGGARA TIMUR,2020-08-21,-6,10,20,,-36,9
PROVINSI NUSA TENGGARA TIMUR,2020-08-22,-2,6,23,,-1,2
PROVINSI NUSA TENGGARA TIMUR,2020-08-23,-6,3,18,,12,1
PROVINSI NUSA TENGGARA TIMUR,2020-08-24,-2,11,11,,-3,4
PROVINSI NUSA TENGGARA TIMUR,2020-08-25,-2,10,13,,-3,4
PROVINSI NUSA TENGGARA TIMUR,2020-08-26,-2,9,13,,-3,4
PROVINSI NUSA TENGGARA TIMUR,2020-08-27,-1,14,9,,-4,4
PROVINSI NUSA TENGGARA TIMUR,2020-08-28,-2,14,9,,-4,5
PROVINSI NUSA TENGGARA TIMUR,2020-08-29,2,13,14,,8,2
PROVINSI NUSA TENGGARA TIMUR,2020-08-30,-2,9,15,,14,3
PROVINSI NUSA TENGGARA TIMUR,2020-08-31,-1,13,11,,-1,5
PROVINSI NUSA TENGGARA TIMUR,2020-09-01,0,13,19,,-3,5
PROVINSI NUSA TENGGARA TIMUR,2020-09-02,1,11,8,,-3,5
PROVINSI NUSA TENGGARA TIMUR,2020-09-03,2,15,9,,-5,5
PROVINSI NUSA TENGGARA TIMUR,2020-09-04,2,16,7,,-4,6
PROVINSI NUSA TENGGARA TIMUR,2020-09-05,8,18,16,,5,2
PROVINSI NUSA TENGGARA TIMUR,2020-09-06,3,15,18,,10,3
PROVINSI NUSA TENGGARA TIMUR,2020-09-07,4,19,15,,-4,5
PROVINSI NUSA TENGGARA TIMUR,2020-09-08,1,12,20,,-5,5
PROVINSI NUSA TENGGARA TIMUR,2020-09-09,2,13,16,,-3,4
PROVINSI NUSA TENGGARA TIMUR,2020-09-10,2,12,16,,-4,5
PROVINSI NUSA TENGGARA TIMUR,2020-09-11,3,13,12,3,-4,5
PROVINSI NUSA TENGGARA TIMUR,2020-09-12,6,13,20,10,5,2
PROVINSI NUSA TENGGARA TIMUR,2020-09-13,0,6,16,12,9,2
PROVINSI NUSA TENGGARA TIMUR,2020-09-14,1,13,12,4,1,5
PROVINSI NUSA TENGGARA TIMUR,2020-09-15,0,7,15,3,-1,5
PROVINSI NUSA TENGGARA TIMUR,2020-09-16,1,9,13,-4,-2,6
PROVINSI NUSA TENGGARA TIMUR,2020-09-17,-1,7,10,0,-3,6
PROVINSI NUSA TENGGARA TIMUR,2020-09-18,-3,7,4,-4,-4,8
PROVINSI NUSA TENGGARA TIMUR,2020-09-19,0,8,18,0,6,4
PROVINSI NUSA TENGGARA TIMUR,2020-09-20,-5,1,15,1,9,4
PROVINSI NUSA TENGGARA TIMUR,2020-09-21,-5,6,8,-5,-4,7
PROVINSI NUSA TENGGARA TIMUR,2020-09-22,-5,3,16,-2,-5,5
PROVINSI NUSA TENGGARA TIMUR,2020-09-23,-11,-1,10,-11,-6,6
PROVINSI NUSA TENGGARA TIMUR,2020-09-24,-13,-1,1,-9,-9,6
PROVINSI NUSA TENGGARA TIMUR,2020-09-25,-14,0,-3,-12,-9,8
PROVINSI NUSA TENGGARA TIMUR,2020-09-26,-10,1,11,-5,2,5
PROVINSI NUSA TENGGARA TIMUR,2020-09-27,-17,-5,11,-8,-1,5
PROVINSI NUSA TENGGARA TIMUR,2020-09-28,-13,0,6,-8,-6,7
PROVINSI NUSA TENGGARA TIMUR,2020-09-29,-14,-5,9,-11,-10,6
PROVINSI NUSA TENGGARA TIMUR,2020-09-30,-12,-1,10,-10,-12,3
PROVINSI NUSA TENGGARA TIMUR,2020-10-01,-11,7,4,-7,-15,-1
PROVINSI NUSA TENGGARA TIMUR,2020-10-02,-8,12,-1,-15,-15,-2
PROVINSI NUSA TENGGARA TIMUR,2020-10-03,-5,12,12,-17,-9,-3
PROVINSI NUSA TENGGARA TIMUR,2020-10-04,-10,6,13,-12,-11,-2
PROVINSI NUSA TENGGARA TIMUR,2020-10-05,-6,12,9,-15,-15,-2
PROVINSI NUSA TENGGARA TIMUR,2020-10-06,-7,7,11,-15,-16,-2
PROVINSI NUSA TENGGARA TIMUR,2020-10-07,-4,8,11,-22,-13,-1
