PROVINSI,date,tempat_rekreasi,pusat_perbelanjaan_dan_apotek,taman,stasiun_transit,perkantoran,perumahan
PROVINSI ACEH,2021-03-28,-15,3,-28,-35,-23,-3
PROVINSI ACEH,2021-03-29,-19,-1,-33,-35,-20,-6
PROVINSI ACEH,2021-03-30,-9,12,-20,-29,-21,-9
PROVINSI ACEH,2021-03-31,-9,11,-23,-29,-20,-9
PROVINSI ACEH,2021-04-01,-4,22,-20,-22,-19,-10
PROVINSI ACEH,2021-04-02,-10,12,-23,-30,-55,-1
PROVINSI ACEH,2021-04-03,-7,16,-17,-27,-23,-8
PROVINSI ACEH,2021-04-04,-4,17,-7,-24,-21,-8
PROVINSI ACEH,2021-04-05,-3,18,-13,-24,-19,-10
PROVINSI ACEH,2021-04-06,-8,13,-20,-24,-21,-9
PROVINSI ACEH,2021-04-07,-6,18,-19,-23,-23,-9
PROVINSI ACEH,2021-04-08,-1,24,-11,-16,-20,-11
PROVINSI ACEH,2021-04-09,-1,27,-12,-21,-19,-11
PROVINSI ACEH,2021-04-10,2,31,-7,-11,-22,-11
PROVINSI ACEH,2021-04-11,6,41,-3,-19,-21,-10
PROVINSI ACEH,2021-04-12,-7,35,7,-22,-44,-8
PROVINSI ACEH,2021-04-13,-37,2,-43,-46,-46,2
PROVINSI ACEH,2021-04-14,-27,13,-36,-39,-38,-2
PROVINSI ACEH,2021-04-15,-23,16,-35,-37,-34,-3
PROVINSI ACEH,2021-04-16,-28,5,-40,-47,-33,-1
PROVINSI ACEH,2021-04-17,-24,8,-42,-41,-35,1
PROVINSI ACEH,2021-04-18,-24,5,-47,-42,-22,2
PROVINSI ACEH,2021-04-19,-22,8,-36,-39,-27,-3
PROVINSI ACEH,2021-04-20,-20,14,-30,-33,-28,-4
PROVINSI ACEH,2021-04-21,-20,12,-34,-38,-29,-3
PROVINSI ACEH,2021-04-22,-21,10,-39,-35,-27,-3
PROVINSI ACEH,2021-04-23,-20,12,-36,-41,-26,-3
PROVINSI ACEH,2021-04-24,-21,8,-46,-40,-29,1
PROVINSI ACEH,2021-04-25,-18,11,-45,-39,-19,2
PROVINSI ACEH,2021-04-26,-18,12,-31,-35,-26,-3
PROVINSI ACEH,2021-04-27,-18,14,-30,-30,-29,-3
PROVINSI ACEH,2021-04-28,-17,14,-31,-35,-29,-3
PROVINSI ACEH,2021-04-29,-15,18,-32,-28,-28,-3
PROVINSI ACEH,2021-04-30,-14,19,-30,-29,-27,-4
PROVINSI ACEH,2021-05-01,-12,19,-36,-28,-38,0
PROVINSI ACEH,2021-05-02,-10,21,-41,-32,-19,0
PROVINSI ACEH,2021-05-03,-7,30,-23,-20,-30,-5
PROVINSI ACEH,2021-05-04,-8,32,-23,-17,-32,-6
PROVINSI ACEH,2021-05-05,-7,29,-25,-22,-33,-5
PROVINSI ACEH,2021-05-06,-7,34,-27,-34,-32,-4
PROVINSI ACEH,2021-05-07,-7,34,-27,-42,-32,-4
PROVINSI ACEH,2021-05-08,-4,37,-31,-38,-35,-2
PROVINSI ACEH,2021-05-09,0,40,-36,-39,-19,-2
PROVINSI ACEH,2021-05-10,4,52,-15,-31,-38,-6
PROVINSI ACEH,2021-05-11,4,63,-11,-26,-45,-6
PROVINSI ACEH,2021-05-12,7,83,2,-28,-64,-4
PROVINSI ACEH,2021-05-13,-22,-7,-2,-49,-74,-12
PROVINSI ACEH,2021-05-14,-8,11,19,-46,-74,-7
PROVINSI ACEH,2021-05-15,2,22,45,-32,-62,-10
PROVINSI ACEH,2021-05-16,11,31,39,-29,-40,-12
PROVINSI ACEH,2021-05-17,3,26,23,-29,-43,-8
PROVINSI ACEH,2021-05-18,2,29,21,-7,-40,-8
PROVINSI ACEH,2021-05-19,2,28,10,-14,-32,-9
PROVINSI ACEH,2021-05-20,2,30,3,-16,-29,-7
PROVINSI ACEH,2021-05-21,-2,25,-3,-25,-27,-5
PROVINSI ACEH,2021-05-22,-1,23,-3,-20,-27,-4
PROVINSI ACEH,2021-05-23,1,24,3,-20,-19,-4
PROVINSI ACEH,2021-05-24,1,25,1,-23,-25,-6
PROVINSI ACEH,2021-05-25,-2,24,-2,-17,-26,-6
PROVINSI ACEH,2021-05-26,-11,10,-12,-23,-57,3
PROVINSI ACEH,2021-05-27,2,28,-11,-20,-24,-5
PROVINSI ACEH,2021-05-28,-4,21,-18,-31,-23,-4
PROVINSI ACEH,2021-05-29,0,24,-14,-26,-23,-4
PROVINSI ACEH,2021-05-30,1,22,-14,-29,-15,-3
PROVINSI ACEH,2021-05-31,0,21,-13,-24,-24,-5
PROVINSI ACEH,2021-06-01,-2,21,-6,-22,-55,1
PROVINSI ACEH,2021-06-02,3,29,-12,-21,-23,-6
PROVINSI ACEH,2021-06-03,5,31,-10,-22,-23,-6
PROVINSI ACEH,2021-06-04,-7,17,-25,-32,-22,-3
PROVINSI ACEH,2021-06-05,5,32,-11,-22,-21,-5
PROVINSI ACEH,2021-06-06,5,26,-7,-30,-11,-4
PROVINSI ACEH,2021-06-07,8,32,-2,-24,-22,-7
PROVINSI ACEH,2021-06-08,4,29,-5,-20,-22,-7
PROVINSI ACEH,2021-06-09,6,29,-6,-19,-22,-7
PROVINSI ACEH,2021-06-10,8,33,-8,-15,-21,-7
PROVINSI ACEH,2021-06-11,3,28,-7,-23,-20,-6
PROVINSI ACEH,2021-06-12,1,22,-17,-24,-21,-4
PROVINSI ACEH,2021-06-13,4,23,-7,-25,-12,-4
PROVINSI ACEH,2021-06-14,6,26,-5,-19,-22,-7
PROVINSI ACEH,2021-06-15,3,24,-7,-19,-23,-7
PROVINSI ACEH,2021-06-16,3,25,-8,-23,-23,-7
PROVINSI ACEH,2021-06-17,5,26,-8,-22,-22,-7
PROVINSI ACEH,2021-06-18,1,24,-11,-25,-21,-6
PROVINSI ACEH,2021-06-19,1,21,-15,-25,-20,-6
PROVINSI ACEH,2021-06-20,-1,17,-14,-29,-15,-4
PROVINSI ACEH,2021-06-21,3,22,-5,-28,-27,-7
PROVINSI ACEH,2021-06-22,-7,12,-15,-23,-29,-5
PROVINSI ACEH,2021-06-23,1,23,-9,-24,-28,-5
PROVINSI ACEH,2021-06-24,3,24,-9,-23,-26,-6
PROVINSI ACEH,2021-06-25,-3,19,-16,-30,-26,-4
PROVINSI ACEH,2021-06-26,-3,17,-20,-31,-25,-4
PROVINSI ACEH,2021-06-27,2,19,-6,-31,-12,-4
PROVINSI ACEH,2021-06-28,3,20,-7,-29,-26,-6
PROVINSI ACEH,2021-06-29,-3,16,-11,-25,-27,-4
PROVINSI ACEH,2021-06-30,0,18,-9,-28,-26,-7
PROVINSI ACEH,2021-07-01,6,29,-8,-23,-24,-6
PROVINSI ACEH,2021-07-02,4,30,-7,-27,-23,-5
PROVINSI ACEH,2021-07-03,3,25,-9,-29,-25,-4
PROVINSI ACEH,2021-07-04,3,22,-6,-34,-13,-4
PROVINSI ACEH,2021-07-05,-3,16,-17,-32,-25,-4
PROVINSI ACEH,2021-07-06,4,27,-11,-28,-25,-5
PROVINSI ACEH,2021-07-07,6,29,-4,-28,-25,-6
PROVINSI ACEH,2021-07-08,4,26,-12,-27,-23,-6
PROVINSI ACEH,2021-07-09,-7,14,-25,-37,-26,-1
PROVINSI ACEH,2021-07-10,-8,14,-33,-37,-25,-1
PROVINSI ACEH,2021-07-11,-2,21,-31,-38,-9,-1
PROVINSI ACEH,2021-07-12,6,28,-8,-32,-21,-8
PROVINSI ACEH,2021-07-13,0,23,-11,-35,-22,-7
PROVINSI ACEH,2021-07-14,2,23,-15,-31,-20,-7
PROVINSI ACEH,2021-07-15,6,31,-13,-28,-19,-7
PROVINSI ACEH,2021-07-16,7,36,-11,-31,-16,-8
PROVINSI ACEH,2021-07-17,9,40,-16,-29,-16,-7
PROVINSI ACEH,2021-07-18,13,55,-16,-31,-6,-5
PROVINSI ACEH,2021-07-19,20,77,8,-29,-40,-7
PROVINSI ACEH,2021-07-20,-18,-6,14,-47,-71,-8
PROVINSI ACEH,2021-07-21,-5,9,30,-39,-50,-8
PROVINSI ACEH,2021-07-22,2,21,26,-36,-40,-7
PROVINSI ACEH,2021-07-23,2,26,7,-34,-34,-6
PROVINSI ACEH,2021-07-24,2,26,6,-30,-33,-6
PROVINSI ACEH,2021-07-25,5,26,2,-34,-15,-6
PROVINSI ACEH,2021-07-26,6,30,-3,-31,-22,-9
PROVINSI ACEH,2021-07-27,0,24,-6,-32,-22,-8
PROVINSI ACEH,2021-07-28,-1,21,-11,-33,-21,-7
PROVINSI ACEH,2021-07-29,1,25,-14,-35,-19,-7
PROVINSI ACEH,2021-07-30,-5,19,-23,-42,-18,-5
PROVINSI ACEH,2021-07-31,-7,14,-33,-43,-20,-2
PROVINSI ACEH,2021-08-01,-1,22,-22,-42,-13,-3
PROVINSI ACEH,2021-08-02,7,32,-9,-35,-20,-8
PROVINSI ACEH,2021-08-03,2,28,-10,-32,-21,-8
PROVINSI ACEH,2021-08-04,2,26,-14,-35,-20,-7
PROVINSI ACEH,2021-08-05,4,31,-13,-30,-19,-7
PROVINSI ACEH,2021-08-06,0,27,-15,-38,-18,-7
PROVINSI ACEH,2021-08-07,1,25,-17,-35,-20,-5
PROVINSI ACEH,2021-08-08,2,26,-10,-40,-14,-4
PROVINSI ACEH,2021-08-09,2,23,-12,-39,-20,-7
PROVINSI ACEH,2021-08-10,-10,10,-26,-38,-25,-3
PROVINSI ACEH,2021-08-11,0,23,-11,-34,-54,1
PROVINSI ACEH,2021-08-12,-1,22,-23,-35,-20,-6
PROVINSI ACEH,2021-08-13,-1,23,-18,-35,-19,-5
PROVINSI ACEH,2021-08-14,-5,16,-26,-35,-19,-3
PROVINSI ACEH,2021-08-15,-3,16,-22,-39,-12,-2
PROVINSI ACEH,2021-08-16,2,23,-14,-33,-22,-6
PROVINSI ACEH,2021-08-17,-3,15,1,-38,-54,1
PROVINSI ACEH,2021-08-18,-5,18,-22,-38,-20,-4
PROVINSI ACEH,2021-08-19,-4,20,-25,-36,-20,-4
PROVINSI ACEH,2021-08-20,-5,18,-22,-41,-19,-4
PROVINSI ACEH,2021-08-21,-5,14,-27,-34,-20,-3
PROVINSI ACEH,2021-08-22,-1,19,-22,-36,-13,-2
PROVINSI ACEH,2021-08-23,0,21,-14,-37,-21,-6
PROVINSI ACEH,2021-08-24,-4,16,-20,-35,-22,-5
PROVINSI ACEH,2021-08-25,-2,20,-17,-30,-22,-5
PROVINSI ACEH,2021-08-26,2,24,-16,-21,-20,-6
PROVINSI ACEH,2021-08-27,-1,21,-15,-30,-19,-5
PROVINSI ACEH,2021-08-28,-3,17,-21,-23,-17,-3
PROVINSI ACEH,2021-08-29,-1,17,-17,-30,-12,-2
PROVINSI ACEH,2021-08-30,-5,13,-24,-33,-20,-4
PROVINSI ACEH,2021-08-31,-1,21,-13,-27,-20,-5
PROVINSI ACEH,2021-09-01,-2,21,-23,-27,-21,-5
PROVINSI ACEH,2021-09-02,7,33,-17,-18,-18,-6
PROVINSI ACEH,2021-09-03,4,29,-16,-30,-17,-6
PROVINSI ACEH,2021-09-04,3,24,-18,-21,-18,-5
PROVINSI ACEH,2021-09-05,5,25,-9,-27,-13,-4
PROVINSI ACEH,2021-09-06,6,26,-11,-25,-18,-7
PROVINSI ACEH,2021-09-07,2,25,-12,-21,-19,-7
PROVINSI ACEH,2021-09-08,-1,18,-22,-26,-19,-5
PROVINSI ACEH,2021-09-09,2,25,-25,-23,-17,-5
PROVINSI ACEH,2021-09-10,5,29,-14,-23,-16,-7
PROVINSI ACEH,2021-09-11,2,23,-18,-21,-17,-4
PROVINSI ACEH,2021-09-12,2,21,-17,-19,-13,-3
PROVINSI ACEH,2021-09-13,8,29,-12,-22,-19,-7
PROVINSI ACEH,2021-09-14,5,26,-10,-21,-20,-7
PROVINSI ACEH,2021-09-15,4,24,-13,-15,-21,-7
PROVINSI ACEH,2021-09-16,4,25,-17,-13,-20,-8
PROVINSI ACEH,2021-09-17,4,27,-14,-22,-19,-7
PROVINSI ACEH,2021-09-18,2,23,-20,-18,-18,-5
PROVINSI ACEH,2021-09-19,0,18,-25,-27,-15,-1
PROVINSI ACEH,2021-09-20,8,28,-11,-21,-18,-7
PROVINSI ACEH,2021-09-21,2,23,-11,-22,-18,-7
PROVINSI ACEH,2021-09-22,4,23,-13,-17,-16,-7
PROVINSI ACEH,2021-09-23,6,27,-14,-10,-15,-7
PROVINSI ACEH,2021-09-24,3,26,-14,-24,-15,-7
PROVINSI ACEH,2021-09-25,3,22,-21,-18,-15,-5
PROVINSI ACEH,2021-09-26,-1,17,-25,-25,-14,-1
PROVINSI ACEH,2021-09-27,5,25,-16,-19,-16,-7
PROVINSI ACEH,2021-09-28,1,21,-17,-20,-19,-5
PROVINSI ACEH,2021-09-29,-1,16,-24,-20,-18,-5
PROVINSI ACEH,2021-09-30,-2,18,-28,-25,-16,-5
PROVINSI ACEH,2021-10-01,8,37,-16,-25,-16,-6
PROVINSI ACEH,2021-10-02,11,35,-11,-16,-14,-6
PROVINSI ACEH,2021-10-03,11,34,-1,-12,-12,-5
PROVINSI ACEH,2021-10-04,11,33,-7,-19,-14,-9
PROVINSI ACEH,2021-10-05,8,32,-8,-18,-16,-9
PROVINSI ACEH,2021-10-06,10,30,-6,-13,-16,-8
PROVINSI ACEH,2021-10-07,10,33,-15,-11,-15,-8
PROVINSI ACEH,2021-10-08,9,33,-11,-14,-14,-8
PROVINSI ACEH,2021-10-09,9,30,-10,-12,-15,-6
PROVINSI ACEH,2021-10-10,11,31,-2,-12,-14,-5
PROVINSI ACEH,2021-10-11,11,31,-7,-16,-14,-8
PROVINSI ACEH,2021-10-12,7,28,-8,-12,-15,-8
PROVINSI ACEH,2021-10-13,8,27,-8,-17,-15,-8
PROVINSI ACEH,2021-10-14,10,32,-15,-12,-13,-8
PROVINSI ACEH,2021-10-15,7,31,-12,-23,-13,-7
PROVINSI ACEH,2021-10-16,5,26,-11,-11,-14,-5
PROVINSI ACEH,2021-10-17,7,28,-6,-13,-14,-4
PROVINSI ACEH,2021-10-18,10,33,-7,-16,-15,-8
PROVINSI ACEH,2021-10-19,0,20,-12,-16,-22,-8
PROVINSI ACEH,2021-10-20,1,18,-9,-18,-54,2
PROVINSI ACEH,2021-10-21,8,30,-15,-12,-14,-8
PROVINSI ACEH,2021-10-22,3,26,-17,-25,-13,-7
PROVINSI ACEH,2021-10-23,3,22,-17,-20,-14,-5
PROVINSI ACEH,2021-10-24,8,26,-8,-15,-12,-4
PROVINSI ACEH,2021-10-25,6,24,-12,-16,-14,-7
PROVINSI ACEH,2021-10-26,5,25,-15,-16,-14,-7
PROVINSI ACEH,2021-10-27,2,20,-21,-21,-14,-6
PROVINSI ACEH,2021-10-28,12,36,-11,-9,-12,-8
PROVINSI ACEH,2021-10-29,4,26,-16,-22,-11,-7
PROVINSI ACEH,2021-10-30,5,24,-21,-17,-12,-4
PROVINSI ACEH,2021-10-31,8,28,-13,-20,-10,-3
PROVINSI ACEH,2021-11-01,11,35,-11,-20,-11,-8
PROVINSI ACEH,2021-11-02,10,34,-9,-13,-12,-8
PROVINSI ACEH,2021-11-03,11,35,-12,-16,-13,-7
PROVINSI ACEH,2021-11-04,12,37,-15,-12,-10,-7
PROVINSI ACEH,2021-11-05,9,34,-15,-20,-11,-6
PROVINSI ACEH,2021-11-06,3,24,-22,-17,-14,-4
PROVINSI ACEH,2021-11-07,11,31,-15,-15,-14,-3
PROVINSI ACEH,2021-11-08,6,25,-24,-18,-13,-5
PROVINSI ACEH,2021-11-09,11,35,-11,-6,-12,-7
PROVINSI ACEH,2021-11-10,8,28,-19,-16,-12,-7
PROVINSI ACEH,2021-11-11,12,33,-19,-11,-10,-7
PROVINSI ACEH,2021-11-12,11,36,-15,-15,-10,-5
PROVINSI ACEH,2021-11-13,12,34,-11,-7,-10,-5
PROVINSI ACEH,2021-11-14,13,33,-5,-11,-11,-4
PROVINSI ACEH,2021-11-15,13,32,-9,-9,-10,-7
PROVINSI ACEH,2021-11-16,8,27,-14,1,-10,-7
PROVINSI ACEH,2021-11-17,6,23,-25,-18,-14,-4
PROVINSI ACEH,2021-11-18,14,36,-14,-5,-9,-7
PROVINSI ACEH,2021-11-19,8,31,-13,-15,-9,-5
PROVINSI ACEH,2021-11-20,10,30,-11,-13,-10,-5
PROVINSI ACEH,2021-11-21,11,30,-4,-12,-12,-4
PROVINSI ACEH,2021-11-22,10,29,-8,-12,-9,-6
PROVINSI ACEH,2021-11-23,9,29,-10,-3,-10,-7
PROVINSI ACEH,2021-11-24,7,26,-21,-15,-10,-5
PROVINSI ACEH,2021-11-25,13,35,-13,-3,-9,-6
PROVINSI ACEH,2021-11-26,10,35,-12,-10,-9,-6
PROVINSI ACEH,2021-11-27,9,28,-12,-8,-8,-5
PROVINSI ACEH,2021-11-28,8,26,-20,-13,-12,0
PROVINSI ACEH,2021-11-29,5,22,-21,-10,-9,-5
PROVINSI ACEH,2021-11-30,4,23,-23,-10,-13,-3
PROVINSI ACEH,2021-12-01,14,39,-11,-10,-10,-7
PROVINSI ACEH,2021-12-02,14,39,-18,-6,-9,-6
PROVINSI ACEH,2021-12-03,0,23,-30,-23,-9,-3
PROVINSI ACEH,2021-12-04,16,39,-11,-8,-8,-6
PROVINSI ACEH,2021-12-05,11,31,-12,-14,-12,-2
PROVINSI ACEH,2021-12-06,16,36,-8,-7,-10,-7
PROVINSI ACEH,2021-12-07,10,31,-11,-3,-11,-6
PROVINSI ACEH,2021-12-08,14,33,-11,-8,-7,-7
PROVINSI ACEH,2021-12-09,14,35,-14,-7,-6,-7
PROVINSI ACEH,2021-12-10,12,35,-13,-16,-6,-6
PROVINSI ACEH,2021-12-11,12,32,-15,-6,-7,-6
PROVINSI ACEH,2021-12-12,15,35,-3,-10,-5,-5
PROVINSI ACEH,2021-12-13,17,36,0,-2,-8,-8
PROVINSI ACEH,2021-12-14,12,33,-6,3,-18,-6
PROVINSI ACEH,2021-12-15,14,34,-6,-4,-18,-6
PROVINSI ACEH,2021-12-16,15,37,-7,3,-18,-6
PROVINSI ACEH,2021-12-17,8,31,-12,-10,-18,-4
PROVINSI ACEH,2021-12-18,2,23,-23,-8,-24,0
PROVINSI ACEH,2021-12-19,12,31,-11,-11,-8,-3
PROVINSI ACEH,2021-12-20,6,25,-19,-4,-21,-3
PROVINSI ACEH,2021-12-21,16,40,4,2,-20,-6
PROVINSI ACEH,2021-12-22,16,37,1,-2,-18,-6
PROVINSI ACEH,2021-12-23,17,39,-1,5,-12,-7
PROVINSI ACEH,2021-12-24,13,38,1,-8,-13,-6
PROVINSI ACEH,2021-12-25,13,32,8,-6,-26,-4
PROVINSI ACEH,2021-12-26,16,33,5,-6,-5,-5
PROVINSI ACEH,2021-12-27,16,36,4,2,-13,-7
PROVINSI ACEH,2021-12-28,13,34,4,2,-14,-7
PROVINSI ACEH,2021-12-29,15,34,2,-3,-14,-6
PROVINSI ACEH,2021-12-30,11,34,-4,-4,-14,-5
PROVINSI ACEH,2021-12-31,12,35,-3,-11,-19,-4
PROVINSI BALI,2020-02-15,5,6,-7,0,3,0
PROVINSI BALI,2020-02-16,0,6,-16,-5,2,2
PROVINSI BALI,2020-02-17,1,10,-5,-4,-17,3
PROVINSI BALI,2020-02-18,-18,-12,-6,-9,-40,8
PROVINSI BALI,2020-02-19,-10,-10,34,-14,-53,4
PROVINSI BALI,2020-02-20,-8,-12,45,-6,-43,2
PROVINSI BALI,2020-02-21,-6,-6,-6,-10,-14,3
PROVINSI BALI,2020-02-22,1,0,-9,-6,-8,1
PROVINSI BALI,2020-02-23,-3,-3,-2,-6,2,2
PROVINSI BALI,2020-02-24,0,2,2,-1,-7,3
PROVINSI BALI,2020-02-25,0,-1,-2,-4,-8,3
PROVINSI BALI,2020-02-26,-1,2,-10,-5,-11,4
PROVINSI BALI,2020-02-27,1,7,-6,-8,-9,2
PROVINSI BALI,2020-02-28,-7,1,-10,-12,-25,7
PROVINSI BALI,2020-02-29,-10,-10,-2,-17,-33,2
PROVINSI BALI,2020-03-01,-14,-12,-20,-17,-10,2
PROVINSI BALI,2020-03-02,4,11,-3,-12,1,-1
PROVINSI BALI,2020-03-03,0,3,-8,-6,0,1
PROVINSI BALI,2020-03-04,1,6,-6,-10,0,2
PROVINSI BALI,2020-03-05,-1,1,-5,-7,2,2
PROVINSI BALI,2020-03-06,-4,-2,-14,-13,2,3
PROVINSI BALI,2020-03-07,-8,-6,-21,-14,0,3
PROVINSI BALI,2020-03-08,-4,0,-20,-14,0,3
PROVINSI BALI,2020-03-09,-9,-6,-16,-14,-4,4
PROVINSI BALI,2020-03-10,-1,0,-6,-12,-4,1
PROVINSI BALI,2020-03-11,0,3,-4,-12,-2,1
PROVINSI BALI,2020-03-12,-7,-5,-15,-16,-1,3
PROVINSI BALI,2020-03-13,-7,-5,-17,-20,0,3
PROVINSI BALI,2020-03-14,-2,1,-18,-18,0,1
PROVINSI BALI,2020-03-15,-9,-1,-20,-24,0,4
PROVINSI BALI,2020-03-16,-8,2,-18,-21,-10,5
PROVINSI BALI,2020-03-17,-12,-5,-21,-23,-18,7
PROVINSI BALI,2020-03-18,-14,-4,-28,-26,-19,9
PROVINSI BALI,2020-03-19,-17,-8,-29,-33,-20,10
PROVINSI BALI,2020-03-20,-19,-7,-34,-41,-20,10
PROVINSI BALI,2020-03-21,-24,-9,-46,-41,-18,10
PROVINSI BALI,2020-03-22,-32,-13,-50,-49,-15,11
PROVINSI BALI,2020-03-23,-28,-4,-44,-43,-34,13
PROVINSI BALI,2020-03-24,-44,-10,-48,-49,-57,15
PROVINSI BALI,2020-03-25,-89,-92,-78,-95,-89,37
PROVINSI BALI,2020-03-26,-80,-83,-63,-75,-80,30
PROVINSI BALI,2020-03-27,-43,-23,-57,-61,-44,14
PROVINSI BALI,2020-03-28,-42,-24,-61,-62,-35,15
PROVINSI BALI,2020-03-29,-46,-30,-62,-63,-29,16
PROVINSI BALI,2020-03-30,-38,-25,-51,-58,-38,16
PROVINSI BALI,2020-03-31,-38,-26,-53,-58,-37,16
PROVINSI BALI,2020-04-01,-39,-25,-53,-62,-40,18
PROVINSI BALI,2020-04-02,-40,-27,-54,-64,-41,18
PROVINSI BALI,2020-04-03,-41,-29,-57,-69,-40,19
PROVINSI BALI,2020-04-04,-44,-32,-64,-69,-39,17
PROVINSI BALI,2020-04-05,-47,-33,-63,-71,-35,17
PROVINSI BALI,2020-04-06,-41,-28,-55,-67,-42,18
PROVINSI BALI,2020-04-07,-42,-32,-54,-67,-44,17
PROVINSI BALI,2020-04-08,-42,-30,-55,-67,-43,18
PROVINSI BALI,2020-04-09,-41,-31,-54,-67,-42,17
PROVINSI BALI,2020-04-10,-47,-37,-57,-73,-57,22
PROVINSI BALI,2020-04-11,-46,-35,-65,-73,-40,18
PROVINSI BALI,2020-04-12,-50,-38,-67,-75,-34,18
PROVINSI BALI,2020-04-13,-42,-31,-56,-71,-41,19
PROVINSI BALI,2020-04-14,-44,-36,-57,-70,-43,19
PROVINSI BALI,2020-04-15,-44,-33,-58,-69,-42,20
PROVINSI BALI,2020-04-16,-45,-35,-58,-70,-42,20
PROVINSI BALI,2020-04-17,-46,-36,-61,-74,-41,20
PROVINSI BALI,2020-04-18,-49,-38,-67,-74,-38,18
PROVINSI BALI,2020-04-19,-52,-41,-69,-75,-34,18
PROVINSI BALI,2020-04-20,-44,-34,-57,-70,-41,18
PROVINSI BALI,2020-04-21,-44,-36,-58,-69,-42,18
PROVINSI BALI,2020-04-22,-47,-38,-59,-69,-43,19
PROVINSI BALI,2020-04-23,-46,-36,-58,-65,-42,19
PROVINSI BALI,2020-04-24,-49,-39,-63,-72,-42,22
PROVINSI BALI,2020-04-25,-50,-39,-68,-76,-39,19
PROVINSI BALI,2020-04-26,-53,-41,-69,-80,-34,19
PROVINSI BALI,2020-04-27,-46,-36,-60,-76,-41,20
PROVINSI BALI,2020-04-28,-46,-36,-60,-75,-42,19
PROVINSI BALI,2020-04-29,-47,-36,-60,-76,-42,18
PROVINSI BALI,2020-04-30,-46,-34,-61,-76,-40,19
PROVINSI BALI,2020-05-01,-50,-38,-64,-82,-56,24
PROVINSI BALI,2020-05-02,-48,-36,-68,-81,-39,18
PROVINSI BALI,2020-05-03,-52,-39,-71,-82,-33,18
PROVINSI BALI,2020-05-04,-45,-32,-61,-78,-40,19
PROVINSI BALI,2020-05-05,-45,-34,-61,-76,-42,19
PROVINSI BALI,2020-05-06,-44,-31,-61,-77,-41,20
PROVINSI BALI,2020-05-07,-48,-38,-60,-80,-56,23
PROVINSI BALI,2020-05-08,-47,-35,-64,-81,-40,20
PROVINSI BALI,2020-05-09,-48,-36,-68,-80,-37,18
PROVINSI BALI,2020-05-10,-50,-38,-68,-82,-31,18
PROVINSI BALI,2020-05-11,-43,-32,-60,-78,-39,20
PROVINSI BALI,2020-05-12,-43,-33,-61,-77,-40,20
PROVINSI BALI,2020-05-13,-44,-32,-60,-77,-40,20
PROVINSI BALI,2020-05-14,-44,-33,-61,-76,-39,19
PROVINSI BALI,2020-05-15,-48,-36,-65,-80,-38,20
PROVINSI BALI,2020-05-16,-48,-36,-69,-80,-36,19
PROVINSI BALI,2020-05-17,-51,-38,-70,-82,-31,19
PROVINSI BALI,2020-05-18,-45,-33,-63,-77,-40,20
PROVINSI BALI,2020-05-19,-46,-36,-63,-75,-41,19
PROVINSI BALI,2020-05-20,-45,-32,-64,-76,-41,20
PROVINSI BALI,2020-05-21,-51,-41,-66,-79,-57,25
PROVINSI BALI,2020-05-22,-42,-28,-62,-79,-41,20
PROVINSI BALI,2020-05-23,-45,-30,-67,-81,-40,18
PROVINSI BALI,2020-05-24,-51,-40,-66,-84,-37,16
PROVINSI BALI,2020-05-25,-47,-38,-54,-82,-62,23
PROVINSI BALI,2020-05-26,-44,-34,-59,-79,-42,19
PROVINSI BALI,2020-05-27,-44,-33,-61,-79,-40,20
PROVINSI BALI,2020-05-28,-49,-40,-65,-80,-40,21
PROVINSI BALI,2020-05-29,-45,-34,-64,-81,-37,20
PROVINSI BALI,2020-05-30,-44,-33,-67,-80,-33,16
PROVINSI BALI,2020-05-31,-46,-34,-64,-82,-27,15
PROVINSI BALI,2020-06-01,-42,-33,-54,-78,-54,21
PROVINSI BALI,2020-06-02,-39,-29,-57,-75,-36,17
PROVINSI BALI,2020-06-03,-40,-28,-56,-73,-37,18
PROVINSI BALI,2020-06-04,-41,-30,-58,-73,-37,18
PROVINSI BALI,2020-06-05,-45,-34,-62,-78,-36,19
PROVINSI BALI,2020-06-06,-42,-32,-64,-77,-34,16
PROVINSI BALI,2020-06-07,-44,-33,-60,-79,-28,15
PROVINSI BALI,2020-06-08,-39,-29,-54,-75,-35,17
PROVINSI BALI,2020-06-09,-40,-31,-53,-74,-36,17
PROVINSI BALI,2020-06-10,-38,-29,-53,-73,-35,18
PROVINSI BALI,2020-06-11,-39,-31,-54,-74,-35,18
PROVINSI BALI,2020-06-12,-40,-31,-56,-77,-34,18
PROVINSI BALI,2020-06-13,-42,-34,-61,-77,-32,16
PROVINSI BALI,2020-06-14,-43,-33,-56,-78,-27,15
PROVINSI BALI,2020-06-15,-37,-28,-53,-74,-35,16
PROVINSI BALI,2020-06-16,-37,-29,-51,-71,-36,16
PROVINSI BALI,2020-06-17,-41,-32,-54,-73,-38,17
PROVINSI BALI,2020-06-18,-40,-33,-52,-74,-36,16
PROVINSI BALI,2020-06-19,-41,-33,-57,-77,-35,18
PROVINSI BALI,2020-06-20,-41,-32,-59,-78,-33,15
PROVINSI BALI,2020-06-21,-44,-35,-57,-79,-29,15
PROVINSI BALI,2020-06-22,-37,-29,-49,-74,-37,16
PROVINSI BALI,2020-06-23,-38,-32,-51,-73,-38,16
PROVINSI BALI,2020-06-24,-38,-31,-50,-73,-37,16
